samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR414261,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,556,4.70371422533465e-05
ERR414265,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,9497,0.00064717169546173
ERR414266,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1032,6.92553307143365e-05
ERR414267,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,27295,0.00132574112790432
ERR414268,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,132840,0.00471512201105846
ERR414278,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,673,6.67690193734328e-05
ERR414279,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1101,0.00011307304076822299
ERR414282,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,46258,0.00384677498087756
ERR414288,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1465,8.0373759377533e-05
ERR414292,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,40183,0.00241556522591183
ERR414294,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1245,9.34119584413573e-05
ERR414295,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,81940,0.0064002904422746
ERR414297,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,910,6.85081764885058e-05
ERR414301,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,598,5.2543228447501396e-05
ERR414302,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1076,9.282355716951991e-05
ERR414309,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1067,6.44824812520359e-05
ERR414311,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,23495,0.00152947213714486
ERR414313,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,626,6.83311747886345e-05
ERR414316,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,736,4.2303941635275e-05
ERR414318,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,748,3.69150707108673e-05
ERR414319,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1364,7.41647642009076e-05
ERR414320,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,477,3.65180799329476e-05
ERR414321,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,746,7.8933487955501e-05
ERR414325,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,2786,0.000147643879782269
ERR414326,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1369,7.51214000785235e-05
ERR414330,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,4783,0.00033831607435654
ERR414332,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,744,5.662483557677529e-05
ERR414333,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,377,4.09930049840753e-05
ERR414334,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,857,5.2489130095258295e-05
ERR414336,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,36222,0.00149389721828766
ERR414337,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1145,8.614622708867741e-05
ERR414338,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,515,5.6306466365797e-05
ERR414339,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,27617,0.0019366432867438897
ERR414343,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,5626,0.000267918578848614
ERR414344,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1345,7.41027112060875e-05
ERR414345,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,2005,0.000123056399356252
ERR414347,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,1791,9.31706050538629e-05
ERR414351,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,505,Bifidobacterium_bifidum_BGN4.xml|Bifidobacterium_bifidum_NCIMB_41171.xml|Bifidobacterium_bifidum_PRL2010.xml|Bifidobacterium_bifidum_S17.xml,925,9.1296529152709e-05
ERR260132,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,9180,0.0007956674089428861
ERR260134,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,4340,0.000166922800858445
ERR260138,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,6499,0.000662651063081343
ERR260139,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,3757,0.000560800590982619
ERR260140,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,946,0.00017136343158713501
ERR260142,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,4706,0.00066161462649141
ERR260143,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,2182,0.000283842530616163
ERR260150,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,1702,0.000127611030781475
ERR260151,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,433,0.000121482683527229
ERR260152,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,538,0.000136373326289913
ERR260154,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,6307,0.000680018329335023
ERR260158,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,832,0.000212299001709875
ERR260161,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,6146,0.00038702834148217097
ERR260162,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,1230,6.492776733097629e-05
ERR260164,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,1817,0.000174703424831328
ERR260165,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,627,6.34545828630323e-05
ERR260166,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,498,5.3862579686604207e-05
ERR260167,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,2672,0.00018053076992252
ERR260172,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,8451,0.00039149800311002596
ERR260173,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,17783,0.00105691929096127
ERR260174,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,280,2.6323614811433103e-05
ERR260177,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,11900,0.000756021120561799
ERR260180,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,565,9.09509590818879e-05
ERR260181,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,1744,0.000103095806270684
ERR260185,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,2016,0.00018077525143766102
ERR260186,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,2483,0.00026504348613202403
ERR260189,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,2038,0.00024326932970585897
ERR260194,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,7913,0.0006051857219610219
ERR260195,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,608,Bifidobacterium_breve_HPH0326.xml|Bifidobacterium_breve_UCC2003_NCIMB8807.xml,1726,0.000278549014620757
